"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","cmserver",,,,"User:","zhiyedan"
"Cmdline:","dstat -tcmnr --top-cpu --top-mem --output /home/zhiyedan/data/monitor/cmserver-2017-12-02.csv 60",,,,"Date:","02 Dec 2017 12:26:58 CST"

"system","total cpu usage",,,,,,"memory usage",,,,"net/total",,"io/total",,"most expensive","most expensive"
04-12 18:22:58,0.953,0.246,98.766,0.033,0.0,0.002,16471101440.0,456372224.0,18355675136.0,15277883392.0,11265.250,2277.033,0.0,4.083,java / 0%,java / 2693926912%
04-12 18:23:58,0.511,0.189,99.262,0.034,0.0,0.003,16469934080.0,456372224.0,18361192448.0,15273533440.0,11345.050,2267.0,0.0,4.683,java / 0%,java / 2693926912%
04-12 18:24:58,0.553,0.197,99.185,0.062,0.0,0.003,16473767936.0,456372224.0,18354212864.0,15276679168.0,11437.250,2365.233,0.0,5.917,java / 0%,java / 2693931008%
04-12 18:25:58,0.580,0.191,99.194,0.032,0.0,0.003,16472907776.0,456372224.0,18347937792.0,15283814400.0,11353.900,2685.217,0.0,4.683,java / 0%,java / 2693931008%
04-12 18:26:58,0.509,0.189,99.279,0.021,0.0,0.003,16472977408.0,456372224.0,18353709056.0,15277973504.0,11261.233,2271.233,0.0,4.100,java / 0%,java / 2693931008%
04-12 18:27:58,0.527,0.246,99.193,0.030,0.0,0.003,16475172864.0,456372224.0,18278686720.0,15350800384.0,11081.433,2297.067,0.017,5.067,java / 0%,java / 2693931008%
04-12 18:28:58,0.520,0.184,99.270,0.023,0.0,0.003,16475115520.0,456372224.0,18284580864.0,15344963584.0,11258.267,2279.900,0.0,3.300,java / 0%,java / 2693931008%
04-12 18:29:58,0.503,0.183,99.278,0.033,0.0,0.003,16474038272.0,456372224.0,18290212864.0,15340408832.0,10053.217,1790.683,0.0,4.950,java / 0%,java / 2693926912%
04-12 18:30:58,0.602,0.195,99.161,0.038,0.0,0.003,16474808320.0,456372224.0,18283241472.0,15346610176.0,11497.117,2704.267,0.0,4.767,java / 0%,java / 2693926912%
04-12 18:31:58,0.532,0.184,99.250,0.032,0.0,0.002,16472821760.0,456372224.0,18276769792.0,15355068416.0,11142.017,2264.500,0.0,3.583,java / 0%,java / 2693881856%
04-12 18:32:58,1.026,0.245,98.694,0.032,0.0,0.003,16472244224.0,456372224.0,18276753408.0,15355662336.0,11165.100,2285.900,0.0,4.983,java / 0%,java / 2693926912%
04-12 18:33:58,0.520,0.180,99.271,0.026,0.0,0.003,16472137728.0,456376320.0,18282786816.0,15349731328.0,11170.467,2273.517,0.0,5.683,java / 0%,java / 2693926912%
04-12 18:34:58,0.532,0.188,99.250,0.027,0.0,0.002,16475140096.0,456376320.0,18288553984.0,15340961792.0,11171.883,2273.150,0.0,4.967,java / 0%,java / 2693926912%
04-12 18:35:58,0.544,0.180,99.236,0.035,0.0,0.004,16473239552.0,456376320.0,18294136832.0,15337279488.0,11579.467,2686.583,0.0,4.167,java / 0%,java / 2693926912%
04-12 18:36:58,0.532,0.193,99.244,0.029,0.0,0.003,16475394048.0,456376320.0,18287022080.0,15342239744.0,10610.783,2203.183,0.0,4.367,java / 0%,java / 2693926912%
04-12 18:37:58,0.911,0.264,98.687,0.136,0.0,0.003,16473821184.0,456376320.0,18281811968.0,15349022720.0,11295.700,2269.533,0.0,13.017,java / 0%,java / 2693926912%
04-12 18:38:58,0.500,0.189,99.278,0.029,0.0,0.003,16474021888.0,456376320.0,18287984640.0,15342649344.0,11447.533,2215.850,0.0,3.817,java / 0%,java / 2693926912%
04-12 18:39:58,0.516,0.180,99.258,0.043,0.0,0.003,16472645632.0,456376320.0,18294018048.0,15337992192.0,11357.100,2347.600,0.0,5.333,java / 0%,java / 2693926912%
04-12 18:40:58,0.541,0.193,99.230,0.033,0.0,0.003,16473632768.0,456376320.0,18299977728.0,15331045376.0,11424.800,2645.383,0.0,4.683,java / 0%,java / 2693926912%
04-12 18:41:58,0.513,0.180,99.239,0.064,0.0,0.003,16473944064.0,456376320.0,18305613824.0,15325097984.0,11216.150,2276.217,0.0,3.133,java / 0%,java / 2693926912%
04-12 18:42:58,1.365,0.275,98.193,0.164,0.0,0.003,16474562560.0,456380416.0,18310492160.0,15319597056.0,11167.967,2303.0,0.0,13.317,java / 0%,java / 2693926912%
04-12 18:43:58,0.538,0.186,99.237,0.037,0.0,0.003,16474673152.0,456380416.0,18304262144.0,15325716480.0,11171.483,2248.133,0.0,5.950,java / 0%,java / 2693926912%
04-12 18:44:58,0.516,0.188,99.251,0.043,0.0,0.003,16474152960.0,456380416.0,18309775360.0,15320723456.0,11245.967,2264.033,0.0,5.683,java / 0%,java / 2693926912%
04-12 18:45:58,0.523,0.198,99.252,0.024,0.0,0.003,16473899008.0,456384512.0,18315874304.0,15314874368.0,11449.650,2685.017,0.0,3.517,java / 0%,java / 2693881856%
04-12 18:46:58,0.526,0.187,99.251,0.033,0.0,0.003,16473567232.0,456384512.0,18322034688.0,15309045760.0,11131.517,2260.283,0.0,3.850,java / 0%,java / 2693926912%
04-12 18:47:58,0.539,0.237,99.193,0.030,0.0,0.002,16473853952.0,456384512.0,18327547904.0,15303245824.0,11093.967,2273.367,0.0,4.150,java / 0%,java / 2693926912%
04-12 18:48:58,0.528,0.189,99.250,0.029,0.0,0.004,16474206208.0,456384512.0,18320834560.0,15309606912.0,11227.200,2268.117,0.0,3.667,java / 0%,java / 2693926912%
04-12 18:49:58,0.538,0.180,99.228,0.050,0.0,0.003,16473473024.0,456384512.0,18314518528.0,15316656128.0,10342.383,2243.783,0.0,5.700,java / 0%,java / 2694029312%
04-12 18:50:58,0.552,0.194,99.220,0.030,0.0,0.004,16474427392.0,456384512.0,18320355328.0,15309864960.0,11618.800,2666.500,0.0,4.467,java / 0%,java / 2693926912%
04-12 18:51:58,0.501,0.186,99.278,0.032,0.0,0.003,16473374720.0,456384512.0,18326257664.0,15305015296.0,11210.683,2304.617,0.0,3.600,java / 0%,java / 2693926912%
04-12 18:52:58,1.103,0.251,98.577,0.065,0.0,0.003,16474099712.0,456384512.0,18327568384.0,15302979584.0,11482.283,2290.533,0.0,6.250,java / 0%,java / 2693926912%
04-12 18:53:58,0.542,0.183,99.238,0.034,0.0,0.003,16475467776.0,456384512.0,18323681280.0,15305498624.0,11317.117,2237.900,0.0,5.800,java / 0%,java / 2693926912%
04-12 18:54:58,0.553,0.195,99.205,0.044,0.0,0.003,16476270592.0,456384512.0,18316455936.0,15311921152.0,11371.133,2315.617,0.0,6.050,java / 0%,java / 2693976064%
04-12 18:55:58,0.569,0.191,99.192,0.045,0.0,0.003,16477327360.0,456384512.0,18301231104.0,15326089216.0,11434.617,2675.450,0.0,4.150,java / 0%,java / 2693976064%
04-12 18:56:58,0.518,0.189,99.247,0.042,0.0,0.003,16480657408.0,456384512.0,18307145728.0,15316844544.0,11359.783,2282.0,0.0,3.917,java / 0%,java / 2693976064%
04-12 18:57:58,0.530,0.246,99.195,0.026,0.0,0.003,16476954624.0,456384512.0,18312916992.0,15314776064.0,11106.300,2256.867,0.0,3.950,java / 0%,java / 2693926912%
04-12 18:58:58,0.524,0.179,99.253,0.041,0.0,0.003,16476340224.0,456384512.0,18318807040.0,15309500416.0,11204.167,2229.317,0.0,3.750,java / 0%,java / 2693926912%
04-12 18:59:58,0.511,0.183,99.246,0.057,0.0,0.003,16476749824.0,456388608.0,18324574208.0,15303319552.0,11106.117,2283.217,0.0,8.967,java / 0%,java / 2693976064%
04-12 19:00:58,0.571,0.197,99.187,0.042,0.0,0.003,16477126656.0,456392704.0,18317950976.0,15309561856.0,11497.717,2692.167,0.0,4.267,java / 0%,java / 2693976064%
04-12 19:01:58,0.916,0.203,98.778,0.100,0.0,0.003,16476684288.0,456392704.0,18313568256.0,15314386944.0,11041.483,2269.233,0.0,12.850,java / 0%,java / 2693976064%
04-12 19:02:58,1.292,0.240,98.419,0.047,0.0,0.003,16475840512.0,456392704.0,18338336768.0,15290462208.0,11047.250,2230.167,0.0,4.483,java / 0%,java / 2693976064%
04-12 19:03:58,0.494,0.184,99.284,0.037,0.0,0.002,16476901376.0,456392704.0,18344239104.0,15283499008.0,11033.967,2301.133,0.0,7.533,java / 0%,java / 2693926912%
04-12 19:04:58,0.534,0.194,99.221,0.049,0.0,0.002,16476397568.0,456392704.0,18350141440.0,15278100480.0,11246.217,2279.383,0.0,5.383,java / 0%,java / 2693926912%
04-12 19:05:58,0.538,0.189,99.232,0.038,0.0,0.004,16476647424.0,456392704.0,18355720192.0,15272271872.0,11400.350,2650.450,0.0,4.183,java / 0%,java / 2693976064%
04-12 19:06:58,0.932,0.225,98.711,0.128,0.0,0.003,16479866880.0,456396800.0,18350948352.0,15273820160.0,11340.617,2274.967,0.017,14.200,java / 0%,java / 2693976064%
04-12 19:07:58,0.556,0.242,99.159,0.040,0.0,0.003,16477757440.0,456396800.0,18344071168.0,15282806784.0,11023.450,2272.383,0.0,5.317,java / 0%,java / 2693976064%
04-12 19:08:58,0.526,0.187,99.262,0.022,0.0,0.003,16476106752.0,456396800.0,18350366720.0,15278161920.0,11472.017,2295.083,0.0,3.550,java / 0%,java / 2693976064%
04-12 19:09:58,0.526,0.181,99.254,0.036,0.0,0.003,16477724672.0,456396800.0,18356273152.0,15270637568.0,11194.983,2336.317,0.0,4.917,java / 0%,java / 2693931008%
04-12 19:10:58,0.536,0.195,99.219,0.046,0.0,0.004,16477011968.0,456396800.0,18362253312.0,15265370112.0,11410.300,2664.700,0.0,4.383,java / 0%,java / 2693931008%
04-12 19:11:58,0.505,0.189,99.278,0.025,0.0,0.003,16476991488.0,456400896.0,18367754240.0,15259885568.0,11084.417,2257.867,0.0,3.617,java / 0%,java / 2693931008%
04-12 19:12:58,1.400,0.274,98.217,0.106,0.0,0.003,16478961664.0,456400896.0,18356260864.0,15269408768.0,11187.183,2321.383,0.0,12.300,java / 1%,java / 2693980160%
04-12 19:13:58,0.530,0.186,99.235,0.047,0.0,0.002,16476823552.0,456400896.0,18349748224.0,15278059520.0,11185.917,2238.583,0.0,4.417,java / 0%,java / 2693976064%
04-12 19:14:58,0.513,0.191,99.246,0.046,0.0,0.003,16475709440.0,456400896.0,18355523584.0,15273398272.0,11165.333,2294.700,0.0,5.483,java / 0%,java / 2693931008%
04-12 19:15:58,0.539,0.193,99.234,0.031,0.0,0.003,16475869184.0,456400896.0,18361622528.0,15267139584.0,11076.050,2724.0,0.0,4.200,java / 0%,java / 2693931008%
04-12 19:16:58,0.517,0.184,99.261,0.036,0.0,0.002,16476864512.0,456400896.0,18367516672.0,15260250112.0,10888.217,2085.017,0.0,3.200,java / 0%,java / 2693926912%
04-12 19:17:58,0.535,0.241,99.198,0.023,0.0,0.003,16476295168.0,456400896.0,18373029888.0,15255306240.0,11177.117,2283.950,0.0,3.133,java / 0%,java / 2693931008%
04-12 19:18:58,0.541,0.193,99.207,0.056,0.0,0.003,16477622272.0,456400896.0,18366083072.0,15260925952.0,11128.417,2296.067,0.0,3.767,java / 0%,java / 2693926912%
04-12 19:19:58,0.536,0.180,99.232,0.048,0.0,0.003,16479272960.0,456400896.0,18359611392.0,15265746944.0,11134.483,2280.100,0.0,5.867,java / 0%,java / 2696396800%
04-12 19:20:58,0.546,0.192,99.242,0.017,0.001,0.003,16478625792.0,456400896.0,18365595648.0,15260409856.0,11443.633,2676.050,0.0,3.783,java / 0%,java / 2696400896%
04-12 19:21:58,0.536,0.188,99.225,0.047,0.0,0.003,16479404032.0,456400896.0,18371629056.0,15253598208.0,11191.767,2286.667,0.0,3.917,java / 0%,java / 2696646656%
04-12 19:22:58,1.056,0.255,98.624,0.063,0.0,0.002,16479240192.0,456400896.0,18387234816.0,15238156288.0,11111.283,2274.967,0.0,3.533,java / 0%,java / 2696642560%
04-12 19:23:58,0.507,0.184,99.264,0.041,0.0,0.003,16479506432.0,456400896.0,18392743936.0,15232380928.0,11347.450,2280.333,0.0,4.567,java / 0%,java / 2697703424%
04-12 19:24:58,0.550,0.186,99.231,0.029,0.0,0.003,16482537472.0,456400896.0,18386034688.0,15236059136.0,11249.817,2316.383,0.0,6.067,java / 0%,java / 2699046912%
04-12 19:25:58,0.991,0.217,98.644,0.144,0.0,0.004,16482488320.0,456400896.0,18380357632.0,15241785344.0,11575.183,2699.667,0.0,13.850,java / 0%,java / 2699042816%
04-12 19:26:58,0.544,0.189,99.216,0.048,0.0,0.003,16481140736.0,456400896.0,18386001920.0,15237488640.0,11210.083,2287.633,0.0,5.400,java / 0%,java / 2698969088%
04-12 19:27:58,0.532,0.241,99.204,0.020,0.0,0.003,16482557952.0,456400896.0,18392043520.0,15230029824.0,11254.433,2333.367,0.0,3.933,java / 0%,java / 2698977280%
04-12 19:28:58,0.517,0.184,99.276,0.020,0.0,0.003,16482963456.0,456400896.0,18397810688.0,15223857152.0,11167.183,2286.433,0.0,3.400,java / 0%,java / 2698993664%
04-12 19:29:58,0.514,0.185,99.257,0.041,0.0,0.003,16482115584.0,456400896.0,18403586048.0,15218929664.0,11045.683,2272.683,0.0,5.267,java / 0%,java / 2698993664%
04-12 19:30:58,1.064,0.227,98.549,0.155,0.0,0.004,16484814848.0,456404992.0,18398752768.0,15221059584.0,11571.750,2728.200,0.0,16.900,java / 0%,java / 2698948608%
04-12 19:31:58,0.522,0.183,99.254,0.038,0.0,0.003,16481718272.0,456404992.0,18392412160.0,15230496768.0,11040.617,2272.133,0.0,5.083,java / 0%,java / 2698948608%
04-12 19:32:58,0.983,0.248,98.736,0.030,0.0,0.003,16482381824.0,456404992.0,18392387584.0,15229857792.0,11241.267,2292.733,0.0,4.033,java / 0%,java / 2698948608%
04-12 19:33:58,0.516,0.188,99.251,0.042,0.0,0.003,16481972224.0,456404992.0,18398294016.0,15224360960.0,11080.067,2303.667,0.0,4.633,java / 0%,java / 2698993664%
04-12 19:34:58,0.524,0.187,99.239,0.047,0.0,0.003,16480796672.0,456404992.0,18404319232.0,15219511296.0,11289.200,2286.083,0.0,5.167,java / 0%,java / 2698944512%
04-12 19:35:58,0.545,0.187,99.244,0.020,0.0,0.003,16481468416.0,456404992.0,18409893888.0,15213264896.0,11382.850,2676.900,0.0,4.100,java / 0%,java / 2698993664%
04-12 19:36:58,0.537,0.187,99.232,0.041,0.0,0.003,16481865728.0,456404992.0,18402918400.0,15219843072.0,10498.783,2076.317,0.0,3.483,java / 0%,java / 2698993664%
04-12 19:37:58,0.560,0.241,99.158,0.038,0.0,0.003,16478838784.0,456404992.0,18396323840.0,15229464576.0,11029.433,2293.050,0.0,4.933,java / 0%,java / 2698997760%
04-12 19:38:58,0.515,0.189,99.263,0.030,0.0,0.003,16478298112.0,456404992.0,18402172928.0,15224156160.0,10581.633,2233.650,0.0,3.817,java / 0%,java / 2698952704%
04-12 19:39:58,0.506,0.182,99.278,0.031,0.0,0.003,16479436800.0,456404992.0,18407940096.0,15217250304.0,11162.400,2320.733,0.0,4.700,java / 0%,java / 2698993664%
04-12 19:40:58,0.545,0.190,99.225,0.037,0.0,0.003,16477925376.0,456404992.0,18414174208.0,15212527616.0,11475.217,2688.917,0.0,4.250,java / 0%,java / 2698993664%
04-12 19:41:58,0.508,0.181,99.280,0.028,0.0,0.004,16478990336.0,456404992.0,18419683328.0,15205953536.0,11112.600,2279.817,0.0,4.050,java / 0%,java / 2698993664%
04-12 19:42:58,1.009,0.253,98.694,0.042,0.0,0.002,16478330880.0,456404992.0,18337505280.0,15288791040.0,11336.617,2309.900,0.0,5.183,java / 0%,java / 2698997760%
04-12 19:43:58,0.520,0.185,99.257,0.035,0.0,0.002,16479514624.0,456404992.0,18330939392.0,15294173184.0,10852.550,2231.483,0.0,4.567,java / 0%,java / 2698993664%
04-12 19:44:58,0.550,0.188,99.200,0.058,0.0,0.003,16478806016.0,456404992.0,18324508672.0,15301312512.0,11284.067,2301.483,0.0,5.833,java / 0%,java / 2698993664%
04-12 19:45:58,0.540,0.183,99.240,0.033,0.0,0.003,16480411648.0,456404992.0,18330492928.0,15293722624.0,11280.133,2684.617,0.0,4.133,java / 0%,java / 2698993664%
04-12 19:46:58,0.516,0.186,99.275,0.020,0.0,0.003,16479236096.0,456404992.0,18336391168.0,15288999936.0,10735.700,2228.583,0.0,3.533,java / 0%,java / 2698993664%
04-12 19:47:58,0.522,0.247,99.200,0.027,0.0,0.003,16478429184.0,456413184.0,18342166528.0,15284023296.0,11035.950,2263.933,0.0,3.267,java / 0%,java / 2698993664%
04-12 19:48:58,0.517,0.192,99.251,0.038,0.0,0.003,16479813632.0,456413184.0,18347798528.0,15277006848.0,11302.383,2307.450,0.0,3.917,java / 0%,java / 2698997760%
04-12 19:49:58,0.530,0.184,99.240,0.042,0.0,0.003,16479694848.0,456413184.0,18341384192.0,15283539968.0,11070.017,2261.117,0.0,5.733,java / 0%,java / 2699104256%
04-12 19:50:58,0.546,0.195,99.217,0.040,0.0,0.003,16478748672.0,456413184.0,18334756864.0,15291113472.0,11492.917,2730.933,0.0,4.133,java / 0%,java / 2698997760%
04-12 19:51:58,0.495,0.187,99.289,0.026,0.0,0.003,16479731712.0,456413184.0,18340651008.0,15284236288.0,11086.683,2277.717,0.0,3.983,java / 0%,java / 2698997760%
04-12 19:52:58,1.081,0.244,98.640,0.033,0.0,0.002,16479920128.0,456413184.0,18340470784.0,15284228096.0,11002.267,2276.567,0.0,4.817,java / 0%,java / 2698993664%
04-12 19:53:58,0.506,0.187,99.273,0.031,0.0,0.003,16481411072.0,456413184.0,18346119168.0,15277088768.0,11391.900,2306.533,0.0,3.400,java / 0%,java / 2698993664%
04-12 19:54:58,0.522,0.191,99.223,0.061,0.0,0.003,16482660352.0,456413184.0,18351742976.0,15270215680.0,11282.267,2332.900,0.0,5.550,java / 0%,java / 2698993664%
04-12 19:55:58,0.561,0.189,99.209,0.038,0.0,0.003,16483319808.0,456413184.0,18345218048.0,15276081152.0,11484.483,2705.833,0.0,5.0,java / 0%,java / 2698993664%
04-12 19:56:58,0.530,0.190,99.230,0.047,0.0,0.003,16482107392.0,456413184.0,18338385920.0,15284125696.0,11153.367,2285.350,0.0,4.483,java / 0%,java / 2698993664%
04-12 19:57:58,0.514,0.241,99.221,0.020,0.0,0.003,16482037760.0,456417280.0,18344013824.0,15278563328.0,11148.083,2266.483,0.0,3.200,java / 0%,java / 2698993664%
04-12 19:58:58,0.520,0.183,99.258,0.036,0.0,0.003,16482463744.0,456417280.0,18349924352.0,15272226816.0,11108.983,2294.117,0.0,3.733,java / 0%,java / 2698993664%
04-12 19:59:58,0.519,0.179,99.267,0.031,0.0,0.003,16481824768.0,456417280.0,18355695616.0,15267094528.0,10939.467,2120.183,0.0,4.983,java / 0%,java / 2698993664%
04-12 20:00:58,0.549,0.184,99.236,0.026,0.0,0.003,16481427456.0,456417280.0,18361700352.0,15261487104.0,11319.067,2691.517,0.0,3.833,java / 0%,java / 2698993664%
04-12 20:01:58,0.531,0.189,99.241,0.035,0.0,0.003,16482611200.0,456417280.0,18355187712.0,15266816000.0,11121.500,2274.317,0.0,4.133,java / 0%,java / 2698993664%
04-12 20:02:58,2.044,0.271,97.564,0.117,0.0,0.004,16483254272.0,456417280.0,18342633472.0,15278727168.0,11107.300,2278.550,0.0,13.550,java / 1%,java / 2698993664%
04-12 20:03:58,0.511,0.191,99.264,0.031,0.0,0.003,16481247232.0,456417280.0,18348507136.0,15274860544.0,11209.150,2329.267,0.0,7.083,java / 0%,java / 2698993664%
04-12 20:04:58,0.523,0.187,99.250,0.038,0.0,0.002,16481394688.0,456417280.0,18354413568.0,15268806656.0,11034.233,2172.950,0.0,4.783,java / 0%,java / 2698993664%
04-12 20:05:58,0.522,0.187,99.259,0.027,0.0,0.004,16479973376.0,456425472.0,18360406016.0,15264227328.0,11495.600,2681.517,0.0,4.017,java / 0%,java / 2698993664%
04-12 20:06:58,0.513,0.184,99.265,0.035,0.0,0.003,16481312768.0,456425472.0,18366046208.0,15257247744.0,11192.650,2303.283,0.0,3.950,java / 0%,java / 2698993664%
04-12 20:07:58,0.547,0.238,99.189,0.023,0.0,0.003,16483004416.0,456425472.0,18359549952.0,15262052352.0,10736.733,2201.967,0.0,3.633,java / 0%,java / 2698993664%
04-12 20:08:58,0.524,0.195,99.237,0.041,0.0,0.003,16481505280.0,456425472.0,18352832512.0,15270268928.0,11319.967,2273.683,0.0,4.417,java / 0%,java / 2698993664%
04-12 20:09:58,0.513,0.181,99.255,0.048,0.0,0.003,16481230848.0,456425472.0,18358595584.0,15264780288.0,11262.250,2300.550,0.0,5.550,java / 0%,java / 2698993664%
04-12 20:10:58,0.553,0.196,99.208,0.040,0.0,0.004,16481198080.0,456425472.0,18364735488.0,15258673152.0,11430.317,2689.633,0.0,3.950,java / 0%,java / 2698993664%
04-12 20:11:58,0.534,0.187,99.237,0.039,0.0,0.003,16480989184.0,456425472.0,18370641920.0,15252975616.0,11260.183,2326.983,0.0,3.800,java / 0%,java / 2698993664%
04-12 20:12:58,0.984,0.244,98.736,0.033,0.0,0.003,16480264192.0,456425472.0,18386096128.0,15238246400.0,11217.317,2301.900,0.0,3.717,java / 0%,java / 2698993664%
04-12 20:13:58,0.550,0.193,99.214,0.040,0.0,0.003,16483061760.0,456425472.0,18370371584.0,15251173376.0,11033.683,2266.067,0.0,5.733,java / 0%,java / 2698993664%
04-12 20:14:58,0.821,0.208,98.864,0.104,0.0,0.003,16481513472.0,456425472.0,18366173184.0,15256920064.0,11240.883,2283.533,0.0,11.633,java / 0%,java / 2698993664%
04-12 20:15:58,0.545,0.186,99.232,0.033,0.0,0.004,16481177600.0,456425472.0,18372296704.0,15251132416.0,11290.900,2706.667,0.0,3.933,java / 0%,java / 2698993664%
04-12 20:16:58,0.596,0.191,99.162,0.047,0.0,0.003,16481075200.0,456425472.0,18377801728.0,15245729792.0,11215.983,2272.067,0.0,3.733,java / 0%,java / 2698993664%
04-12 20:17:58,0.514,0.246,99.194,0.042,0.0,0.004,16480804864.0,456425472.0,18383708160.0,15240093696.0,11049.800,2244.150,0.0,3.617,java / 0%,java / 2698993664%
04-12 20:18:58,0.529,0.190,99.251,0.026,0.0,0.003,16481644544.0,456425472.0,18389606400.0,15233355776.0,11204.600,2271.483,0.0,3.783,java / 0%,java / 2698993664%
04-12 20:19:58,0.804,0.200,98.917,0.075,0.0,0.003,16483631104.0,456425472.0,18374823936.0,15246151680.0,11034.917,2303.817,0.017,10.050,java / 0%,java / 2698977280%
04-12 20:20:58,0.601,0.200,99.168,0.027,0.0,0.004,16482291712.0,456425472.0,18368090112.0,15254224896.0,11451.817,2661.567,0.0,5.267,java / 0%,java / 2698977280%
04-12 20:21:58,0.501,0.189,99.276,0.033,0.0,0.002,16481517568.0,456425472.0,18374369280.0,15248719872.0,11033.283,2284.417,0.0,3.850,java / 0%,java / 2698936320%
04-12 20:22:58,1.329,0.273,98.271,0.124,0.0,0.003,16482770944.0,456425472.0,18369363968.0,15252471808.0,11233.233,2280.817,0.0,13.967,java / 0%,java / 2698932224%
04-12 20:23:58,0.507,0.179,99.275,0.036,0.0,0.003,16480751616.0,456425472.0,18374881280.0,15248973824.0,11253.333,2291.400,0.0,5.900,java / 0%,java / 2698932224%
04-12 20:24:58,0.525,0.193,99.244,0.035,0.0,0.003,16481464320.0,456425472.0,18380914688.0,15242227712.0,11432.717,2321.083,0.0,5.450,java / 0%,java / 2698932224%
04-12 20:25:58,0.580,0.189,99.186,0.040,0.0,0.003,16481320960.0,456429568.0,18374234112.0,15249047552.0,11324.917,2720.433,0.0,4.817,java / 0%,java / 2698932224%
04-12 20:26:58,0.532,0.194,99.238,0.032,0.0,0.004,16480571392.0,456429568.0,18367410176.0,15256621056.0,11280.683,2267.533,0.0,3.450,java / 0%,java / 2698932224%
04-12 20:27:58,0.517,0.244,99.190,0.046,0.0,0.003,16480874496.0,456433664.0,18373443584.0,15250280448.0,10149.950,2214.600,0.0,3.900,java / 0%,java / 2698932224%
04-12 20:28:58,0.517,0.187,99.274,0.019,0.0,0.003,16481550336.0,456433664.0,18379079680.0,15243968512.0,11192.583,2272.533,0.0,3.933,java / 0%,java / 2698932224%
04-12 20:29:58,0.512,0.191,99.259,0.036,0.0,0.003,16480391168.0,456433664.0,18384728064.0,15239479296.0,11008.250,2262.233,0.0,5.417,java / 0%,java / 2698932224%
04-12 20:30:58,0.541,0.195,99.238,0.023,0.0,0.003,16480354304.0,456433664.0,18390859776.0,15233384448.0,11490.800,2681.583,0.0,4.217,java / 0%,java / 2698932224%
04-12 20:31:58,0.516,0.183,99.255,0.044,0.0,0.003,16482877440.0,456433664.0,18384502784.0,15237218304.0,11080.633,2286.250,0.0,4.017,java / 0%,java / 2698981376%
04-12 20:32:58,1.002,0.244,98.724,0.027,0.0,0.003,16481849344.0,456437760.0,18386989056.0,15235756032.0,11226.850,2312.717,0.0,4.283,java / 0%,java / 2698981376%
04-12 20:33:58,0.510,0.187,99.273,0.027,0.0,0.003,16481124352.0,456445952.0,18392752128.0,15230709760.0,11080.783,2280.300,0.0,4.450,java / 0%,java / 2698981376%
